country;year;Hydro;Nuclear;Gas;Solar;Wind;Biomass;Coal;Oil;Geothermal;Waste;Biogas CCS;Biomass CCS;Coal CCS;Gas CCS;Wood CCS;"Hydro, reservoir";Gas CCGT;Gas CHP;"Solar, thermal";"Wind, offshore";Lignite
CM;2030;0.240;0.000;0.680;0.060;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CM;2040;0.130;0.000;0.590;0.280;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CM;2050;0.240;0.000;0.450;0.310;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CN;2015;0.190;0.030;0.030;0.010;0.030;0.010;0.700;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CN;2016;0.200;0.040;0.030;0.010;0.040;0.010;0.670;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CN;2020;0.168;0.021;0.003;0.007;0.029;0.000;0.748;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.020;0.000;0.001;0.001
CN;2025;0.139;0.004;0.028;0.069;0.125;0.028;0.607;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CN;2030;0.133;0.048;0.048;0.096;0.169;0.024;0.482;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CN;2040;0.114;0.052;0.062;0.186;0.330;0.021;0.237;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CN;2050;0.126;0.049;0.049;0.243;0.456;0.019;0.058;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CY;2000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CY;2005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CY;2010;0.000;0.000;0.000;0.000;0.010;0.010;0.000;0.990;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CY;2015;0.000;0.000;0.000;0.050;0.050;0.010;0.000;0.890;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CY;2016;0.000;0.000;0.150;0.060;0.060;0.010;0.000;0.720;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CY;2020;0.005;0.003;0.003;0.061;0.045;0.003;0.009;0.863;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.000;0.003;0.000;0.000;0.001
CY;2025;0.000;0.000;0.000;0.131;0.041;0.000;0.000;0.095;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.720;0.000;0.013;0.000;0.000
CY;2030;0.000;0.000;0.000;0.248;0.081;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.667;0.000;0.000;0.000;0.000
CY;2040;0.000;0.000;0.000;0.455;0.219;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.034;0.000;0.000;0.259;0.000;0.033;0.000;0.000
CY;2050;0.000;0.000;0.000;0.455;0.219;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.034;0.000;0.000;0.259;0.000;0.033;0.000;0.000
CZ;2000;0.020;0.190;0.050;0.000;0.000;0.010;0.720;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CZ;2005;0.030;0.300;0.050;0.000;0.000;0.010;0.600;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CZ;2010;0.030;0.330;0.050;0.010;0.000;0.030;0.550;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CZ;2015;0.020;0.340;0.070;0.030;0.010;0.030;0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CZ;2016;0.030;0.340;0.070;0.030;0.010;0.020;0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
CZ;2020;0.033;0.334;0.042;0.056;0.031;0.022;0.074;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.008;0.002;0.008;0.000;0.001;0.388
CZ;2025;0.018;0.353;0.000;0.103;0.014;0.000;0.000;0.000;0.000;0.058;0.000;0.000;0.000;0.000;0.000;0.015;0.014;0.000;0.000;0.000;0.425
CZ;2030;0.030;0.423;0.000;0.193;0.103;0.000;0.000;0.000;0.000;0.042;0.000;0.000;0.000;0.000;0.000;0.018;0.010;0.021;0.000;0.000;0.159
CZ;2040;0.035;0.436;0.000;0.210;0.223;0.000;0.000;0.000;0.000;0.057;0.000;0.000;0.000;0.000;0.000;0.017;0.018;0.000;0.000;0.000;0.004
CZ;2050;0.035;0.436;0.000;0.210;0.223;0.000;0.000;0.000;0.000;0.057;0.000;0.000;0.000;0.000;0.000;0.017;0.018;0.000;0.000;0.000;0.004
DE;2000;0.040;0.300;0.100;0.000;0.020;0.020;0.520;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DE;2005;0.030;0.260;0.140;0.000;0.040;0.030;0.470;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DE;2010;0.030;0.220;0.160;0.020;0.060;0.070;0.420;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DE;2015;0.050;0.150;0.100;0.060;0.210;0.000;0.420;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DE;2016;0.050;0.130;0.140;0.060;0.220;0.000;0.390;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DE;2020;0.050;0.136;0.070;0.128;0.172;0.061;0.128;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.002;0.020;0.000;0.006;0.213
DE;2025;0.046;0.000;0.018;0.215;0.273;0.000;0.053;0.004;0.000;0.013;0.000;0.000;0.000;0.000;0.000;0.002;0.099;0.085;0.000;0.075;0.117
DE;2030;0.058;0.000;0.015;0.214;0.332;0.000;0.022;0.003;0.000;0.013;0.000;0.000;0.000;0.000;0.000;0.001;0.069;0.088;0.000;0.122;0.061
DE;2040;0.061;0.000;0.012;0.201;0.420;0.000;0.000;0.001;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.003;0.046;0.091;0.000;0.155;0.000
DE;2050;0.061;0.000;0.012;0.201;0.420;0.000;0.000;0.001;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.003;0.046;0.091;0.000;0.155;0.000
DJ;2015;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DJ;2016;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DJ;2020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DJ;2025;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.440;0.560;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DJ;2030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.340;0.660;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DJ;2040;0.000;0.000;0.000;0.400;0.000;0.000;0.000;0.000;0.600;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DJ;2050;0.000;0.000;0.020;0.650;0.000;0.000;0.000;0.000;0.330;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DK;2000;0.000;0.000;0.240;0.000;0.120;0.050;0.460;0.120;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DK;2005;0.000;0.000;0.240;0.000;0.180;0.110;0.430;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DK;2010;0.000;0.000;0.200;0.000;0.200;0.140;0.440;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DK;2015;0.000;0.000;0.120;0.020;0.370;0.180;0.310;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DK;2016;0.000;0.000;0.080;0.020;0.410;0.240;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DK;2020;0.047;0.070;0.048;0.042;0.282;0.111;0.162;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.125;0.002;0.004;0.000;0.069;0.036
DK;2025;0.000;0.000;0.033;0.147;0.307;0.022;0.120;0.033;0.000;0.015;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.057;0.000;0.264;0.000
DK;2030;0.000;0.000;0.024;0.135;0.265;0.020;0.040;0.030;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.038;0.000;0.447;0.000
DK;2040;0.000;0.000;0.022;0.111;0.242;0.015;0.034;0.022;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.000;0.538;0.000
DK;2050;0.000;0.000;0.022;0.111;0.242;0.015;0.034;0.022;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.000;0.538;0.000
DZ;2015;0.010;0.000;0.900;0.010;0.000;0.000;0.000;0.070;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DZ;2016;0.010;0.000;0.900;0.010;0.000;0.000;0.000;0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DZ;2020;0.010;0.000;0.960;0.010;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DZ;2025;0.020;0.000;0.890;0.050;0.020;0.010;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DZ;2030;0.020;0.000;0.720;0.130;0.080;0.040;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DZ;2040;0.020;0.000;0.580;0.110;0.260;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
DZ;2050;0.010;0.000;0.130;0.210;0.420;0.030;0.190;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EE;2000;0.000;0.000;0.090;0.000;0.000;0.000;0.900;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EE;2005;0.000;0.000;0.070;0.000;0.010;0.000;0.910;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EE;2010;0.000;0.000;0.050;0.000;0.020;0.060;0.860;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EE;2015;0.000;0.000;0.060;0.000;0.050;0.080;0.810;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EE;2016;0.000;0.000;0.060;0.000;0.050;0.080;0.810;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EE;2020;0.042;0.071;0.021;0.006;0.067;0.093;0.023;0.642;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.016;0.003;0.003;0.000;0.001;0.013
EE;2025;0.000;0.000;0.000;0.171;0.150;0.000;0.000;0.576;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.103;0.000;0.000;0.000
EE;2030;0.000;0.000;0.000;0.212;0.330;0.000;0.000;0.307;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.115;0.000;0.036;0.000
EE;2040;0.000;0.000;0.000;0.139;0.710;0.000;0.000;0.057;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.067;0.000;0.028;0.000
EE;2050;0.000;0.000;0.000;0.139;0.710;0.000;0.000;0.057;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.067;0.000;0.028;0.000
EG;2015;0.080;0.000;0.780;0.000;0.020;0.020;0.000;0.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EG;2016;0.070;0.000;0.780;0.000;0.020;0.030;0.000;0.090;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EG;2020;0.070;0.000;0.860;0.000;0.030;0.030;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EG;2025;0.080;0.000;0.680;0.050;0.050;0.020;0.110;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EG;2030;0.070;0.000;0.590;0.060;0.060;0.010;0.200;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EG;2040;0.060;0.040;0.310;0.080;0.110;0.010;0.310;0.090;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
EG;2050;0.050;0.040;0.000;0.130;0.170;0.010;0.290;0.320;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ER;2015;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ER;2016;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.990;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ER;2020;0.000;0.000;0.000;0.110;0.000;0.000;0.000;0.890;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ER;2025;0.000;0.000;0.000;0.160;0.000;0.000;0.040;0.130;0.680;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ER;2030;0.000;0.000;0.000;0.110;0.000;0.000;0.020;0.090;0.770;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ER;2040;0.000;0.000;0.000;0.290;0.000;0.000;0.020;0.020;0.660;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ER;2050;0.000;0.000;0.000;0.560;0.000;0.000;0.040;0.010;0.390;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ES;2000;0.130;0.280;0.100;0.000;0.020;0.010;0.360;0.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ES;2005;0.060;0.200;0.280;0.000;0.070;0.010;0.290;0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ES;2010;0.140;0.210;0.320;0.020;0.150;0.020;0.090;0.060;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ES;2015;0.120;0.210;0.190;0.040;0.190;0.020;0.210;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ES;2016;0.120;0.210;0.190;0.050;0.190;0.020;0.210;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ES;2020;0.110;0.249;0.007;0.046;0.205;0.013;0.145;0.037;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.049;0.000;0.114;0.017;0.000;0.008
ES;2025;0.050;0.198;0.000;0.202;0.320;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.072;0.034;0.081;0.042;0.000;0.000
ES;2030;0.083;0.069;0.000;0.251;0.356;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.061;0.078;0.057;0.045;0.000;0.000
ES;2040;0.088;0.000;0.000;0.332;0.434;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.060;0.007;0.047;0.028;0.004;0.000
ES;2050;0.088;0.000;0.000;0.332;0.434;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.060;0.007;0.047;0.028;0.004;0.000
ET;2015;0.850;0.000;0.000;0.000;0.080;0.050;0.000;0.020;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ET;2016;0.830;0.000;0.000;0.000;0.080;0.070;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ET;2020;0.880;0.000;0.000;0.000;0.040;0.030;0.000;0.010;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ET;2025;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ET;2030;0.910;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ET;2040;0.650;0.000;0.000;0.210;0.000;0.000;0.000;0.000;0.140;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ET;2050;0.390;0.000;0.030;0.450;0.000;0.000;0.000;0.000;0.140;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FI;2000;0.210;0.320;0.150;0.000;0.000;0.130;0.180;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FI;2005;0.200;0.330;0.170;0.000;0.000;0.140;0.160;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FI;2010;0.160;0.280;0.150;0.000;0.000;0.140;0.260;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FI;2015;0.220;0.320;0.110;0.000;0.030;0.190;0.120;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FI;2016;0.210;0.340;0.100;0.000;0.040;0.180;0.120;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FI;2020;0.188;0.362;0.081;0.002;0.090;0.056;0.080;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.071;0.009;0.002;0.000;0.004;0.045
FI;2025;0.000;0.430;0.000;0.154;0.111;0.000;0.070;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.189;0.025;0.009;0.000;0.001;0.000
FI;2030;0.000;0.341;0.000;0.159;0.209;0.000;0.056;0.000;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.197;0.025;0.005;0.000;0.002;0.000
FI;2040;0.000;0.116;0.000;0.151;0.461;0.000;0.036;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.147;0.018;0.000;0.000;0.064;0.000
FI;2050;0.000;0.116;0.000;0.151;0.461;0.000;0.036;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.147;0.018;0.000;0.000;0.064;0.000
FR;2000;0.130;0.770;0.030;0.000;0.000;0.010;0.050;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FR;2005;0.090;0.790;0.050;0.000;0.000;0.010;0.050;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FR;2010;0.110;0.760;0.050;0.000;0.020;0.010;0.040;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FR;2015;0.110;0.760;0.040;0.010;0.050;0.000;0.020;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FR;2016;0.100;0.740;0.060;0.020;0.060;0.000;0.010;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
FR;2020;0.112;0.696;0.020;0.032;0.052;0.007;0.019;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.023;0.000;0.028;0.000;0.000;0.002
FR;2025;0.067;0.692;0.000;0.067;0.094;0.000;0.000;0.000;0.000;0.015;0.000;0.000;0.000;0.000;0.000;0.026;0.012;0.010;0.000;0.017;0.000
FR;2030;0.072;0.580;0.000;0.096;0.169;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.030;0.003;0.018;0.000;0.029;0.000
FR;2040;0.075;0.313;0.000;0.140;0.347;0.000;0.000;0.000;0.000;0.014;0.000;0.000;0.000;0.000;0.000;0.034;0.004;0.014;0.000;0.060;0.000
FR;2050;0.075;0.313;0.000;0.140;0.347;0.000;0.000;0.000;0.000;0.014;0.000;0.000;0.000;0.000;0.000;0.034;0.004;0.014;0.000;0.060;0.000
GA;2015;0.450;0.000;0.060;0.000;0.000;0.000;0.000;0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GA;2016;0.430;0.000;0.060;0.000;0.000;0.000;0.000;0.510;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GA;2020;0.460;0.000;0.050;0.040;0.000;0.000;0.000;0.450;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GA;2025;0.860;0.000;0.020;0.070;0.000;0.000;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GA;2030;0.840;0.000;0.010;0.130;0.000;0.000;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GA;2040;0.750;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GA;2050;0.700;0.000;0.000;0.280;0.000;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GB;2015;0.020;0.180;0.330;0.020;0.100;0.070;0.270;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GB;2016;0.020;0.170;0.330;0.020;0.130;0.090;0.230;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GB;2020;0.030;0.238;0.363;0.062;0.112;0.060;0.065;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.004;0.002;0.008;0.000;0.051;0.003
GB;2025;0.018;0.163;0.000;0.152;0.097;0.000;0.077;0.000;0.000;0.019;0.000;0.000;0.000;0.000;0.000;0.000;0.162;0.116;0.000;0.196;0.000
GB;2030;0.030;0.123;0.000;0.179;0.144;0.000;0.045;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.078;0.091;0.000;0.306;0.000
GB;2040;0.028;0.134;0.000;0.179;0.165;0.000;0.010;0.000;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.034;0.099;0.000;0.339;0.000
GB;2050;0.028;0.134;0.000;0.179;0.165;0.000;0.010;0.000;0.000;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.034;0.099;0.000;0.339;0.000
GB;2000;0.010;0.230;0.400;0.000;0.000;0.010;0.320;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GB;2005;0.010;0.210;0.390;0.000;0.010;0.030;0.340;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GB;2010;0.010;0.160;0.470;0.000;0.030;0.040;0.280;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GH;2015;0.430;0.000;0.430;0.000;0.000;0.000;0.000;0.140;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GH;2016;0.400;0.000;0.300;0.000;0.000;0.000;0.000;0.300;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GH;2020;0.310;0.000;0.430;0.020;0.020;0.000;0.000;0.220;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GH;2025;0.470;0.000;0.390;0.060;0.030;0.000;0.030;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GH;2030;0.350;0.000;0.030;0.110;0.020;0.000;0.480;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
