country;year;Hydro;Nuclear;Gas;Solar;Wind;Biomass;Coal;Oil;Geothermal;Waste;Biogas CCS;Biomass CCS;Coal CCS;Gas CCS;Wood CCS;"Hydro, reservoir";Gas CCGT;Gas CHP;"Solar, thermal";"Wind, offshore";Lignite
GH;2040;0.180;0.000;0.000;0.190;0.010;0.000;0.610;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GH;2050;0.100;0.000;0.000;0.190;0.000;0.000;0.710;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GM;2015;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.990;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GM;2016;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.990;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GM;2020;0.000;0.000;0.000;0.020;0.000;0.000;0.000;0.980;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GM;2025;0.950;0.000;0.000;0.020;0.000;0.000;0.000;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GM;2030;0.950;0.000;0.000;0.040;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GM;2040;0.900;0.000;0.000;0.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GM;2050;0.810;0.000;0.000;0.180;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GN;2015;0.440;0.000;0.000;0.000;0.000;0.000;0.000;0.560;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GN;2016;0.300;0.000;0.000;0.000;0.000;0.000;0.000;0.700;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GN;2020;0.500;0.000;0.000;0.010;0.000;0.000;0.000;0.490;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GN;2025;0.940;0.000;0.000;0.010;0.000;0.000;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GN;2030;0.980;0.000;0.000;0.010;0.000;0.000;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GN;2040;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GN;2050;0.860;0.000;0.000;0.140;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GQ;2015;0.360;0.000;0.600;0.000;0.000;0.000;0.000;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GQ;2016;0.360;0.000;0.490;0.000;0.000;0.000;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GQ;2020;0.210;0.000;0.770;0.000;0.000;0.000;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GQ;2025;0.140;0.000;0.840;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GQ;2030;0.100;0.000;0.890;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GQ;2040;0.530;0.000;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GQ;2050;0.580;0.000;0.220;0.200;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GR;2000;0.070;0.000;0.110;0.000;0.010;0.000;0.640;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GR;2005;0.080;0.000;0.140;0.000;0.020;0.000;0.600;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GR;2010;0.130;0.000;0.170;0.000;0.050;0.010;0.540;0.110;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GR;2015;0.110;0.000;0.170;0.070;0.070;0.000;0.490;0.090;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GR;2016;0.110;0.000;0.190;0.070;0.070;0.000;0.470;0.090;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GR;2020;0.129;0.022;0.054;0.097;0.110;0.006;0.018;0.075;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.015;0.004;0.167;0.000;0.000;0.302
GR;2025;0.026;0.000;0.000;0.183;0.141;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.063;0.144;0.000;0.002;0.000;0.440
GR;2030;0.034;0.000;0.000;0.308;0.269;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.060;0.115;0.000;0.002;0.020;0.193
GR;2040;0.022;0.000;0.000;0.283;0.315;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.085;0.106;0.000;0.001;0.168;0.011
GR;2050;0.022;0.000;0.000;0.283;0.315;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.009;0.000;0.085;0.106;0.000;0.001;0.168;0.011
GW;2015;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GW;2016;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GW;2020;0.000;0.000;0.000;0.330;0.000;0.000;0.000;0.670;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GW;2025;0.710;0.000;0.000;0.250;0.000;0.000;0.000;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GW;2030;0.660;0.000;0.000;0.320;0.000;0.000;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GW;2040;0.500;0.000;0.000;0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
GW;2050;0.180;0.000;0.000;0.320;0.000;0.000;0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HR;2000;0.550;0.000;0.150;0.000;0.000;0.000;0.150;0.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HR;2005;0.510;0.000;0.150;0.000;0.000;0.000;0.190;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HR;2010;0.590;0.000;0.180;0.000;0.010;0.000;0.170;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HR;2015;0.510;0.000;0.190;0.010;0.050;0.010;0.220;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HR;2016;0.500;0.000;0.200;0.010;0.050;0.010;0.220;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HR;2020;0.124;0.079;0.033;0.006;0.059;0.030;0.062;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.322;0.056;0.007;0.000;0.000;0.222
HR;2025;0.210;0.000;0.000;0.171;0.204;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.294;0.070;0.032;0.012;0.000;0.000
HR;2030;0.182;0.000;0.000;0.257;0.281;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.225;0.018;0.022;0.016;0.000;0.000
HR;2040;0.120;0.000;0.000;0.333;0.351;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.161;0.011;0.014;0.010;0.000;0.000
HR;2050;0.120;0.000;0.000;0.333;0.351;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.161;0.011;0.014;0.010;0.000;0.000
HU;2000;0.010;0.400;0.190;0.000;0.000;0.000;0.270;0.130;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HU;2005;0.010;0.390;0.350;0.000;0.000;0.050;0.200;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HU;2010;0.010;0.420;0.310;0.000;0.010;0.070;0.170;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HU;2015;0.010;0.550;0.120;0.000;0.020;0.070;0.230;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HU;2016;0.010;0.530;0.160;0.000;0.020;0.070;0.210;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
HU;2020;0.078;0.446;0.103;0.020;0.030;0.042;0.056;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.022;0.012;0.043;0.000;0.000;0.145
HU;2025;0.009;0.488;0.000;0.235;0.024;0.000;0.035;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.027;0.000;0.000;0.173
HU;2030;0.006;0.630;0.000;0.245;0.088;0.000;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.019;0.000;0.000;0.000
HU;2040;0.007;0.416;0.000;0.413;0.131;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.023;0.000;0.000;0.000
HU;2050;0.007;0.416;0.000;0.413;0.131;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.023;0.000;0.000;0.000
IE;2000;0.040;0.000;0.390;0.000;0.010;0.000;0.360;0.200;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IE;2005;0.020;0.000;0.450;0.000;0.040;0.010;0.340;0.130;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IE;2010;0.020;0.000;0.620;0.000;0.100;0.010;0.220;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IE;2015;0.030;0.000;0.470;0.000;0.230;0.020;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IE;2016;0.030;0.000;0.460;0.000;0.250;0.020;0.240;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IE;2020;0.035;0.016;0.170;0.001;0.292;0.019;0.077;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.309;0.000;0.006;0.068
IE;2025;0.028;0.000;0.000;0.015;0.368;0.000;0.079;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.406;0.019;0.000;0.002;0.082
IE;2030;0.024;0.000;0.000;0.045;0.473;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.250;0.017;0.000;0.131;0.061
IE;2040;0.025;0.000;0.000;0.052;0.579;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.014;0.000;0.159;0.009
IE;2050;0.025;0.000;0.000;0.052;0.579;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.014;0.000;0.159;0.009
IN;2015;0.100;0.030;0.050;0.000;0.030;0.020;0.750;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IN;2016;0.090;0.030;0.050;0.000;0.030;0.020;0.760;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IN;2020;0.060;0.030;0.000;0.010;0.040;0.000;0.740;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.050;0.000;0.040;0.000;0.000;0.030
IN;2025;0.076;0.037;0.022;0.085;0.060;0.016;0.705;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IN;2030;0.092;0.044;0.044;0.159;0.079;0.033;0.548;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IN;2040;0.079;0.057;0.040;0.314;0.134;0.031;0.345;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IN;2050;0.079;0.057;0.040;0.314;0.134;0.031;0.345;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IN;2000;0.130;0.030;0.100;0.000;0.000;0.020;0.670;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IS;2000;0.830;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IS;2005;0.810;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.190;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IS;2010;0.740;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.260;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IS;2015;0.730;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.270;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IS;2020;0.700;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.300;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IS;2050;0.600;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.400;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IT;2000;0.160;0.000;0.390;0.000;0.000;0.010;0.100;0.320;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IT;2005;0.120;0.000;0.530;0.000;0.010;0.020;0.150;0.160;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IT;2010;0.170;0.000;0.530;0.010;0.030;0.040;0.130;0.070;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IT;2015;0.210;0.000;0.540;0.080;0.140;0.000;0.010;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IT;2016;0.190;0.000;0.570;0.080;0.140;0.000;0.010;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
IT;2020;0.107;0.060;0.107;0.107;0.061;0.051;0.094;0.032;0.017;0.000;0.000;0.000;0.000;0.000;0.000;0.124;0.116;0.115;0.000;0.000;0.009
IT;2025;0.072;0.000;0.001;0.227;0.088;0.000;0.043;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.059;0.398;0.111;0.000;0.000;0.000
IT;2030;0.096;0.000;0.000;0.297;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.058;0.277;0.093;0.005;0.007;0.000
IT;2040;0.105;0.000;0.000;0.327;0.194;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.067;0.217;0.079;0.004;0.006;0.000
IT;2050;0.105;0.000;0.000;0.327;0.194;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.067;0.217;0.079;0.004;0.006;0.000
JP;2015;0.080;0.010;0.410;0.030;0.000;0.040;0.330;0.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
JP;2016;0.080;0.020;0.400;0.040;0.010;0.040;0.330;0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
JP;2020;0.080;0.070;0.200;0.100;0.010;0.010;0.310;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.000;0.170;0.000;0.000;0.000
JP;2025;0.100;0.220;0.270;0.090;0.020;0.050;0.210;0.030;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
JP;2030;0.130;0.260;0.290;0.110;0.050;0.060;0.080;0.010;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
JP;2040;0.160;0.330;0.100;0.150;0.140;0.070;0.020;0.000;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
JP;2050;0.180;0.340;0.000;0.170;0.200;0.070;0.000;0.000;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
JP;2000;0.090;0.310;0.250;0.000;0.000;0.010;0.210;0.130;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
JP;2005;0.080;0.280;0.230;0.000;0.000;0.010;0.270;0.120;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
JP;2010;0.080;0.250;0.280;0.000;0.000;0.010;0.270;0.080;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
KE;2015;0.390;0.000;0.000;0.000;0.010;0.050;0.000;0.390;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
KE;2016;0.370;0.000;0.000;0.000;0.010;0.040;0.000;0.420;0.140;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
KE;2020;0.250;0.000;0.000;0.030;0.160;0.030;0.000;0.180;0.350;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
KE;2025;0.140;0.000;0.000;0.050;0.170;0.010;0.090;0.040;0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
KE;2030;0.110;0.000;0.000;0.050;0.350;0.000;0.100;0.020;0.370;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
KE;2040;0.050;0.000;0.000;0.230;0.530;0.000;0.040;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
KE;2050;0.030;0.000;0.000;0.260;0.580;0.000;0.050;0.000;0.080;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LR;2015;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.970;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LR;2016;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.970;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LR;2020;0.180;0.000;0.000;0.110;0.000;0.000;0.000;0.720;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LR;2025;0.930;0.000;0.000;0.040;0.000;0.000;0.000;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LR;2030;0.930;0.000;0.000;0.050;0.000;0.000;0.000;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LR;2040;0.910;0.000;0.000;0.090;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LR;2050;0.720;0.000;0.000;0.280;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LS;2015;0.990;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LS;2016;0.990;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LS;2020;0.990;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LS;2025;0.780;0.000;0.000;0.220;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LS;2030;0.370;0.000;0.000;0.630;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LS;2040;0.120;0.000;0.000;0.880;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LS;2050;0.120;0.000;0.000;0.880;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LT;2000;0.030;0.760;0.150;0.000;0.000;0.000;0.000;0.060;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LT;2005;0.030;0.720;0.220;0.000;0.000;0.000;0.000;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LT;2010;0.110;0.000;0.690;0.000;0.040;0.030;0.000;0.130;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LT;2015;0.090;0.000;0.590;0.010;0.140;0.130;0.000;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LT;2016;0.080;0.000;0.620;0.010;0.130;0.130;0.000;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LT;2020;0.218;0.133;0.254;0.009;0.105;0.055;0.052;0.052;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.039;0.040;0.008;0.000;0.001;0.033
LT;2025;0.121;0.000;0.000;0.302;0.383;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000
LT;2030;0.102;0.000;0.000;0.186;0.395;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.019;0.102;0.000;0.195;0.000
LT;2040;0.098;0.000;0.000;0.167;0.471;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.067;0.000;0.170;0.000
LT;2050;0.098;0.000;0.000;0.167;0.471;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.027;0.067;0.000;0.170;0.000
LU;2000;0.290;0.000;0.510;0.000;0.060;0.130;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LU;2005;0.030;0.000;0.930;0.010;0.020;0.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LU;2010;0.030;0.000;0.900;0.010;0.020;0.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LU;2015;0.040;0.000;0.830;0.040;0.030;0.060;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LU;2016;0.040;0.000;0.800;0.040;0.060;0.060;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LU;2020;0.161;0.220;0.064;0.018;0.161;0.057;0.098;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.012;0.011;0.029;0.000;0.007;0.159
LU;2025;0.183;0.000;0.000;0.248;0.406;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.164;0.000;0.000;0.000
LU;2030;0.368;0.000;0.000;0.225;0.353;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.054;0.000;0.000;0.000
LU;2040;0.366;0.000;0.000;0.261;0.328;0.000;0.000;0.000;0.000;0.045;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LU;2050;0.366;0.000;0.000;0.261;0.328;0.000;0.000;0.000;0.000;0.045;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LV;2000;0.680;0.000;0.270;0.000;0.000;0.000;0.020;0.030;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
LV;2005;0.680;0.000;0.300;0.000;0.010;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
